record_key,measurement_key,measurement_id,sequence_id,substrate_id,pair_id,split_family,split
001fa3cdda33867c,001fa3cdda33867c,meas_ff74f6023da31c35,e87418efa8d2,pubchem:7410,pair_6e94ec27cca61453,pair_exclusive,val
00210490a5c053d4,00210490a5c053d4,meas_58854d6f68d5a566,52e419e89f42,pubchem:439507,pair_f659b693c4831b6a,pair_exclusive,train
02b3407af85e9004,02b3407af85e9004,meas_a26e4492b71e0c25,2949f31cc586,pubchem:5961,pair_6abaf2447d1bf128,pair_exclusive,train
03115c38e0a6c7ab,03115c38e0a6c7ab,meas_ae82ccad2007ae14,5720e38f589a,pubchem:641637,pair_523d87417293843c,pair_exclusive,val
03be2e90e12574f0,03be2e90e12574f0,meas_f8ed6ae36905b4e3,5df5588f2333,pubchem:87642,pair_3f3732579fa6143d,pair_exclusive,train
047bfd6b5ae237fb,047bfd6b5ae237fb,meas_6eeba3fa8297203e,c13ccd99f15d,pubchem:768,pair_a3f046fbe83ab812,pair_exclusive,train
0483e2cc85a1f831,0483e2cc85a1f831,meas_edd093e386327e23,8206618159bb,pubchem:6024,pair_1ebdfcaf390321da,pair_exclusive,train
055e053374fdee82,055e053374fdee82,meas_b5f64cee5058c8c3,dbcade610a0e,pubchem:778,pair_8f28f20883446501,pair_exclusive,train
08ff5772192e298b,08ff5772192e298b,meas_c4ea29c7a52994bb,ccd0ba9ef3f8,pubchem:5862,pair_b4d5afa575400c09,pair_exclusive,train
0a4d0652ccd511be,0a4d0652ccd511be,meas_8aca4e1fc1957920,fe526db88dc9,pubchem:6031,pair_6487c88b630c181b,pair_exclusive,test
0b155a8a11ac7f38,0b155a8a11ac7f38,meas_fca322bbe2516b2d,a5573530ce86,pubchem:90428,pair_4f127db96734bcff,pair_exclusive,train
0bcfb5c18160b40f,0bcfb5c18160b40f,meas_ec2e0eccdaaa7e7d,55b628f46771,pubchem:448165,pair_18df14267a074a71,pair_exclusive,train
0dae932b5b70bacb,0dae932b5b70bacb,meas_d0a6e08a9b6caf39,45a56345f534,pubchem:5481173,pair_7b01be93a1f424aa,pair_exclusive,train
0e02b06661df0394,0e02b06661df0394,meas_8bd13e8cb31157e3,e5519e2cd7d3,pubchem:439208,pair_1f78739a0044237b,pair_exclusive,train
0e7e843835316c2e,0e7e843835316c2e,meas_515a6e01dd48ca07,6db26ce06576,pubchem:4462,pair_247ddc6d3d1e271c,pair_exclusive,train
10f8d82e28aecbdb,10f8d82e28aecbdb,meas_4cbfd84478c83139,8206618159bb,pubchem:5479539,pair_1b97b73703985055,pair_exclusive,train
121af95b49560c4d,121af95b49560c4d,meas_68b7d2dc396787e3,0badd626903d,pubchem:135398633,pair_ebab3d8f8abc717d,pair_exclusive,train
12a1647583eae9e4,12a1647583eae9e4,meas_e7bb1f9cf01e839c,c1a9adb3c8d8,pubchem:440041,pair_92980e55d2b6b8b8,pair_exclusive,train
12e42bda14561dc3,12e42bda14561dc3,meas_d70cb8df47ce9e3f,4f8724373953,pubchem:13706,pair_2d040ae903855251,pair_exclusive,train
1333c597db3f8a31,1333c597db3f8a31,meas_e71af449b35f2842,0b75ba607c72,pubchem:6024,pair_9bf4a97a0c83e5be,pair_exclusive,train
137d8fedca99387f,137d8fedca99387f,meas_1d5437de7a64c52b,f1cd339c9b51,pubchem:445995,pair_41396aaf389012a4,pair_exclusive,train
15c24ecd9d4553bc,15c24ecd9d4553bc,meas_c4c027f4aa170bb6,977ac4ccc3c5,pubchem:21412,pair_ffd8e66535606b7a,pair_exclusive,train
1ac3edc5c175c09c,1ac3edc5c175c09c,meas_e4d87add7c2dc5de,86f58c538cc1,pubchem:1057,pair_19aa7d588d6aa81f,pair_exclusive,train
1b39c6a131bef6bc,1b39c6a131bef6bc,meas_b2c6f455ae13da1b,45a56345f534,pubchem:441199,pair_d9bb5497d35b0e95,pair_exclusive,train
1b47b14558472893,1b47b14558472893,meas_4aaa5a54c6639266,25748ead19b7,pubchem:65091,pair_b2e299638badec2a,pair_exclusive,train
1c2a3a35c562d468,1c2a3a35c562d468,meas_5dcfc9bf19907793,83fdf0461cac,pubchem:5810,pair_a10baa6cfd54d47d,pair_exclusive,train
1dfaa050fe530a8d,1dfaa050fe530a8d,meas_5898399787eabef9,0b75ba607c72,pubchem:104838,pair_ec57e1e0b31ebd13,pair_exclusive,train
205427d75ab62f3e,205427d75ab62f3e,meas_86be3ab2c41cf8cb,fe526db88dc9,pubchem:135398643,pair_cd01175542ab0b1d,pair_exclusive,train
213dde55a389b080,213dde55a389b080,meas_95918785eeeb7d7f,cc9657ed9d24,pubchem:445049,pair_4f8d98db7e436a9e,pair_exclusive,train
21daa4dc802ef06d,21daa4dc802ef06d,meas_2beac654bbeb168a,164475ea27a8,pubchem:6134,pair_d067d323aaf6ab42,pair_exclusive,train
245e0362c0b899d1,245e0362c0b899d1,meas_6f696c494a00d0b7,8ea512d1c5e5,pubchem:439278,pair_db090b146fdedd9e,pair_exclusive,val
24e1652a89eff130,24e1652a89eff130,meas_09ff2a5d404af162,a6ed28bc8365,pubchem:65894,pair_81d2ae3257ddf760,pair_exclusive,train
256de60d4d4db919,256de60d4d4db919,meas_9d6fdc355d36ac4c,e220e6dd4311,pubchem:8101,pair_1d53d820bb896552,pair_exclusive,train
262cfc60c933fe94,262cfc60c933fe94,meas_a3b1e834a119d222,2c32b4335e7e,pubchem:23615311,pair_45b3493793642e88,pair_exclusive,train
28f263b0a5977776,28f263b0a5977776,meas_344c16f3cb8ab062,a6ed28bc8365,pubchem:6436140,pair_638de282aa847ea7,pair_exclusive,train
291ff3aa02b4a084,291ff3aa02b4a084,meas_98ce6a5ba89152d4,78b2123e7423,pubchem:439178,pair_60819b8d281df389,pair_exclusive,train
2976b85fb9ea230b,2976b85fb9ea230b,meas_9efe659b43477068,e87418efa8d2,pubchem:9905,pair_a4a5a38072bb2572,pair_exclusive,train
2a11fa0e591030cc,2a11fa0e591030cc,meas_e01e37c7fffc6472,b991b4e6ee92,pubchem:445858,pair_7cccb2e9ef84c0be,pair_exclusive,train
2a6ab2f46005fbd7,2a6ab2f46005fbd7,meas_1739b1be3d57c96b,948a8fdf9306,pubchem:3955599,pair_5b94d3e3bddfc01b,pair_exclusive,train
2c87e3fba0e4feeb,2c87e3fba0e4feeb,meas_3c55d2383da4d186,02f6d2e75f1c,pubchem:5773,pair_d789c0a3d6489160,pair_exclusive,train
2f175d4af2cbfae0,2f175d4af2cbfae0,meas_8a027a9af7d0c7d0,5fe14e9c7517,pubchem:74982266,pair_ee99f0c8b9ff8e8f,pair_exclusive,train
30a3a7c75a9ff11a,30a3a7c75a9ff11a,meas_da3b25050f248246,c750543d719f,pubchem:15993,pair_a34eea8fbc4e494c,pair_exclusive,train
3144ddec54029e1a,3144ddec54029e1a,meas_e90485a10cb243cb,9a1ef7c04ab0,pubchem:5810,pair_e082f08069e9c322,pair_exclusive,train
32924f84445bb9b6,32924f84445bb9b6,meas_0bacf532b07d8e27,c750543d719f,pubchem:64968,pair_a02de245eca46f30,pair_exclusive,train
351d4d7aba61ea0a,351d4d7aba61ea0a,meas_6fd7e31d59721f41,00be9d317c31,pubchem:5951,pair_4a5ca7c0351e4942,pair_exclusive,train
385502ecf6c09842,385502ecf6c09842,meas_49d432cb770b46d0,35aba9c87ba6,pubchem:439178,pair_0f7d2b6e0fbdafde,pair_exclusive,train
391e12dd5c518e08,391e12dd5c518e08,meas_6378e660904be8eb,8b865bdad42e,pubchem:2723872,pair_83697b07491599f1,pair_exclusive,train
3a41e097185e7fff,3a41e097185e7fff,meas_58c9fd1f3f48d907,39dfd53d4eb1,pubchem:6022,pair_be12e042625b75fd,pair_exclusive,train
3adb278a03f9cc56,3adb278a03f9cc56,meas_aa3135513ce8eba5,4f8724373953,pubchem:6950578,pair_cec72f1f483b41a0,pair_exclusive,train
3c9430dce68bf63e,3c9430dce68bf63e,meas_86dc29a49c415c8f,39dfd53d4eb1,pubchem:6022,pair_c385f7217a662d78,pair_exclusive,train
3e5a5199a5d40d26,3e5a5199a5d40d26,meas_d3ce3a7cab9ace5b,0badd626903d,pubchem:6176,pair_c73227d48d105fa4,pair_exclusive,train
3fa5fc96a417c989,3fa5fc96a417c989,meas_0df80e628414e24b,b991b4e6ee92,pubchem:637775,pair_e3bfea23759a48d1,pair_exclusive,train
40d7a54356846eff,40d7a54356846eff,meas_a47f734dfce6833c,7ca4dbdb2b89,pubchem:5810,pair_537e3ab99bd35e38,pair_exclusive,train
42be3b3ef4c8dac4,42be3b3ef4c8dac4,meas_79f4cf9cdec85c5a,e5fd2f65d603,pubchem:5460362,pair_0ab1ee2c0894dac1,pair_exclusive,train
43a4a6c52021d8fd,43a4a6c52021d8fd,meas_7354907df5dcffd9,a7a493ebc35a,pubchem:5810,pair_015ae9e254cfca94,pair_exclusive,train
451b26fa1d1b9c40,451b26fa1d1b9c40,meas_cfecb7cc556ad03e,e30c3554bff2,pubchem:6322,pair_5ddcc91f1152e578,pair_exclusive,train
47826e5a47c1b343,47826e5a47c1b343,meas_f9bc2745da9d2476,9273adf9f399,pubchem:7468,pair_ca2f3b62a2e54781,pair_exclusive,train
47cbf61195316742,47cbf61195316742,meas_2502975c1c375c46,5fe14e9c7517,pubchem:811,pair_f4a3f9fbca3e8f4a,pair_exclusive,train
488e41d0db1a5805,488e41d0db1a5805,meas_ff16683991c7a446,439f75538378,pubchem:440575,pair_33053eabc582dc63,pair_exclusive,train
4ab9143e9aa998fb,4ab9143e9aa998fb,meas_a639708b3c1175b2,ce208653e388,pubchem:439178,pair_28a4783e46414361,pair_exclusive,test
4c1249297c20cac1,4c1249297c20cac1,meas_24c9a6ed8b00a1dc,bc0b6219da90,pubchem:6140,pair_9b31086906006779,pair_exclusive,train
4dc718f13d2bb16a,4dc718f13d2bb16a,meas_5032ab16597e643d,e51a3404c9ae,pubchem:6419709,pair_b7846e4953e431b8,pair_exclusive,train
4dd4640e1689b7be,4dd4640e1689b7be,meas_a6d4b5b9b4e34dd7,00e3b0bef8c1,pubchem:644111,pair_2599f7ec6b45bf77,pair_exclusive,train
4eaf250ca1a663aa,4eaf250ca1a663aa,meas_fd05d1f868ea3c53,8ea512d1c5e5,pubchem:439183,pair_87b800fbc2bfafb9,pair_exclusive,train
4f2e71d9f6a03db3,4f2e71d9f6a03db3,meas_7f22ff75f98ffe4f,40d0f62261a8,pubchem:172313,pair_6e6ee8bdac8e5d71,pair_exclusive,train
4f68a994f7b43d9c,4f68a994f7b43d9c,meas_40a94c8ea9b60ee6,9273adf9f399,pubchem:8487,pair_fe65a4ae4d0fb04d,pair_exclusive,test
52d737afb2a266e6,52d737afb2a266e6,meas_e9c53d9330eaa75d,78b2123e7423,pubchem:6134,pair_e4f305a17b4b6d91,pair_exclusive,train
53156dd176dfeda8,53156dd176dfeda8,meas_7a7f4a4c0f39e600,e220e6dd4311,pubchem:10992,pair_b194f37a13294d93,pair_exclusive,train
5353b270347b9c6f,5353b270347b9c6f,meas_a22f8fa1ca466d4b,8107ae501357,pubchem:439153,pair_fdc69c08ac4c4088,pair_exclusive,train
579b584dbdbaecaa,579b584dbdbaecaa,meas_d645b34466646244,6eb62d752564,pubchem:5957,pair_493b8175d72395b7,pair_exclusive,train
5aa23adb0ed88ab4,5aa23adb0ed88ab4,meas_accb327b4e6e93a4,977ac4ccc3c5,pubchem:8005,pair_48577287b03580e7,pair_exclusive,train
62150f3d8a52362b,62150f3d8a52362b,meas_d5913d0ccf0d2e0c,f58e42ef95f6,pubchem:644102,pair_c39789dca7155f83,pair_exclusive,train
63eb2e6d27a0bbb1,63eb2e6d27a0bbb1,meas_df4cfffd22a1d614,27293a971628,pubchem:5460050,pair_cc94f7e92b1127aa,pair_exclusive,train
70e7a5378793e50f,70e7a5378793e50f,meas_91ba02cb4deba3d9,37a4ed8c2060,pubchem:160419,pair_df191bd74ef26672,pair_exclusive,train
71f38cf90d9f9d24,71f38cf90d9f9d24,meas_7a139384cf90831f,c96891e8f45b,pubchem:10925943,pair_763867e975176f06,pair_exclusive,train
73f77112be6282d2,73f77112be6282d2,meas_89a996f8a6ddad59,843116d65120,pubchem:114935,pair_781c2a88607923a1,pair_exclusive,train
7b3d3277ad7821e3,7b3d3277ad7821e3,meas_476220786ccace12,dff406f4a44e,pubchem:5961,pair_10ad9a7e67819e01,pair_exclusive,train
7b751c7db9ebc21c,7b751c7db9ebc21c,meas_6b9ff8b0f909bf24,f5d1834c2b1c,pubchem:25188,pair_444cbbe33d168f31,pair_exclusive,val
7c8506d8adbd4421,7c8506d8adbd4421,meas_b5a5922f6cbb6a23,4a91e8a921fd,pubchem:73323,pair_89d44a56fd533358,pair_exclusive,train
7dc65490ab3be446,7dc65490ab3be446,meas_5af05ba92901bf5d,25748ead19b7,pubchem:65091,pair_dea183daf1a1d591,pair_exclusive,train
882dd9e33753658c,882dd9e33753658c,meas_6f708d89b00ae475,6db26ce06576,pubchem:4462,pair_f76a422f132496a8,pair_exclusive,train
